-0.218972 0.171473 -0.103457 0.0362786 0.220607 -0.27098 0.135214 0.18615 0.0241154 0.0682208 -0.214827 -0.276287 0.0237546 -0.127884 0.0250505 -0.0882089 -0.00971328 0.000159958 0.0176088 0.0888065 0.0030019 -0.00839497 -0.262113 -0.156723 -0.082445 -0.0405129 0.0248543 0.00508406 0.0350807 0.0869636 0.00973516 -0.0263503 0.00992917 0.0182178 0.0755634 0.0169641 -0.0260508 -0.00444502 0.00747352 0.0742301 -0.0640743 0.00343699 -0.0272394 -0.0394036 0.115863 -0.0961386 -0.0449964 -0.486568 0.0347199 0.239818 0.0456973 0.288709 0.0560746 -0.0860136 0.0812216 -0.00312111 -0.0933658 0.0700065 -0.0366306 -0.0607693 -0.00207336 -0.0340569 0.0146195 0.0191118 -9.41829e-17 0 1.11719e-17 1.45598e-16 
-0.203953 0.174632 -0.0805946 0.0488856 0.198824 -0.243472 0.124673 0.156299 0.0359255 0.0505056 -0.146325 -0.184688 0.0254476 -0.0784235 0.0115601 -0.0324023 0.00155064 -0.00133842 -0.000754262 0.0374004 0.0132068 0.016523 -0.129837 -0.066613 -0.0226899 0.0197857 0.0424268 -0.0245112 0.0147613 0.0166414 -0.0139721 0.0432606 0.000852451 0.0614368 -0.0433735 0.0374753 0.0472766 0.0225384 0.0417016 -0.0578223 0.0919404 0.0266982 0.0867499 0.132923 -0.0434063 0.0999247 -0.143536 0.222671 -0.256828 -0.578734 -0.234886 -0.234802 0.0485776 0.0914841 -0.142771 -0.00464353 0.0267353 -0.0393208 0.0423634 0.0607297 -0.0258584 0.0310589 0.016979 -0.0241757 4.48628e-17 0 -7.59416e-17 -2.14994e-16 
-0.18579 0.179655 -0.0520265 0.0668515 0.172626 -0.206899 0.1105 0.116545 0.0451787 0.0294735 -0.0584024 -0.0738646 0.0138794 -0.00890966 0.00295179 0.0153039 -0.00927518 0.00268582 0.0177829 -0.0271367 -0.000419618 0.00766889 0.0831325 0.0469584 0.0290725 0.00590285 -0.0194021 -0.00456068 0.0160855 -0.0340101 0.0119552 -0.0184655 0.0372876 -0.0102144 -0.0331252 -0.0325425 0.0218994 -6.54432e-05 0.00874942 0.0243706 0.0229367 -0.0126416 -0.0603737 -0.0987068 0.0846474 0.0106041 0.0400388 0.542283 0.345669 0.504859 -0.134272 -0.187647 -0.033121 0.111298 0.0820792 -0.0183799 0.118939 -0.0852888 0.0407187 0.0731749 0.0468454 0.00548474 -0.0344511 -0.000764273 4.14871e-17 0 1.33326e-16 1.70717e-16 
-0.166266 0.184857 -0.0206041 0.0906215 0.14291 -0.163058 0.0945528 0.0710469 0.0546637 0.00857036 0.0274509 0.0394117 0.00317891 0.0473472 -0.0130112 0.0488159 0.000352493 0.0188634 -0.0239913 -0.0514016 -0.0177001 -0.00116205 0.211308 0.101364 0.0559977 0.0302222 -0.0410159 0.0303559 -0.0856556 -0.0519868 -0.0146236 0.0299343 -0.0153255 -0.0581181 0.00470687 -0.0465352 -0.0940233 0.00896318 -0.0582132 -0.0930011 -0.0522115 -0.0349442 -0.0979838 0.0098607 -0.264785 -0.0369012 0.594056 0.0389279 -0.306785 -0.0260567 0.411269 0.0542691 -0.113607 0.0558214 -0.0349831 0.125592 -0.05268 0.0592583 -0.0738571 -0.0395379 0.0164274 0.036446 -0.0250499 -0.00549885 2.13884e-16 0 -1.55598e-16 -3.70798e-16 
-0.146006 0.188243 0.0100537 0.117421 0.115334 -0.112652 0.0748682 0.0222142 0.0565772 -0.0106596 0.102467 0.141839 -0.00863375 0.0819926 -0.0306151 0.0741964 0.00940597 -0.00709036 -0.0141308 -0.0915279 -0.00248924 -0.0209902 0.236207 0.12905 0.0560051 0.00990601 -0.0550069 0.0337025 0.0190079 -0.0630925 0.0202022 -0.0378527 -0.0699587 -0.0693312 -0.0328657 0.00456939 0.0227961 -0.0824992 0.000311351 0.022986 0.0437948 -0.00720695 0.05566 -0.0594709 -0.0732161 0.0510725 -0.390192 -0.12785 0.303668 -0.268246 0.247763 -0.00198953 -0.381085 -0.257719 0.271984 -0.0849931 0.0180224 -0.122073 -0.0666892 -0.0762293 -0.0568307 -0.0550227 0.0243998 0.0183521 -2.38466e-16 0 8.34582e-17 4.50307e-16 
-0.125745 0.18818 0.0379099 0.145404 0.0885921 -0.0582105 0.0540892 -0.0228315 0.0493787 -0.0237972 0.152222 0.206938 -0.0276075 0.0885305 -0.0245652 0.0537417 0.0108279 -0.0121568 -0.0131935 -0.0577077 -0.0232843 -0.0093729 0.209574 0.125885 0.0398359 -0.0159925 -0.0240776 -0.00758762 -0.0142123 -0.0346285 0.0372331 -0.0357271 -0.0086816 -0.00759608 -0.0288262 -0.0180223 0.0195606 0.0624207 -0.0175756 0.0185263 -0.0704257 0.00702086 0.149165 0.00785599 0.0879069 0.0973076 -0.0424052 -0.159889 0.183919 -0.0103555 0.0431369 -0.0647842 0.674608 -0.166753 -0.364682 0.0239187 -0.0215909 0.100905 0.10067 -0.0154964 0.0597783 0.01033 -0.0210046 0.00293867 7.80948e-17 0 1.31709e-16 -2.90122e-16 
-0.106048 0.184218 0.0610055 0.171728 0.065707 -0.00364487 0.0336363 -0.0670804 0.037496 -0.0321224 0.176397 0.23714 -0.042391 0.0867035 -0.00136913 0.0352647 0.00408341 -0.00414251 -0.0257056 -0.0294854 0.0129172 0.0235885 0.0712275 0.0805661 0.0456474 0.0311792 0.0347925 -0.0205747 -0.0490409 -0.0173485 -0.0929926 0.0465297 0.0114526 0.0106391 0.0202711 0.0158163 0.0210925 -0.0447994 -0.0941643 0.000567892 -0.00689008 0.0235784 -0.087202 0.0417953 0.0170829 -0.0903019 -0.170215 -0.168892 -0.222093 0.198171 -0.337074 0.177988 -0.321169 0.328782 -0.371894 -0.272029 0.0291334 0.0535419 0.0350787 -0.0311211 -0.144221 0.0784691 0.00821619 -0.0269402 5.20931e-17 0 -1.72407e-16 -1.21183e-17 
-0.0874466 0.176276 0.0780006 0.193731 0.0461132 0.0473219 0.0147234 -0.108366 0.0159886 -0.0368408 0.165383 0.220414 -0.0463687 0.0636757 -0.00392288 -0.00943887 0.00743209 -0.000944283 -7.52726e-05 0.00922513 0.0166987 -0.0220886 -0.0648227 -1.30882e-05 -0.019477 -0.0445354 0.0212289 -0.0306814 -0.0174258 0.0201899 0.00593903 0.0178927 0.00755088 0.0245813 0.023115 -0.0247213 0.00568748 0.0441725 0.109872 -0.0237088 -0.00400494 0.0234965 -0.0407876 0.0345325 0.135221 -0.154368 0.109418 -0.0450407 -0.257714 -0.0312271 -0.258627 0.0586837 0.103045 -0.162046 0.507353 0.053373 0.331027 0.101283 0.0451498 0.338564 0.186595 -0.157843 0.0110319 0.0194082 -9.06319e-17 0 9.28219e-17 1.98959e-16 
-0.0702313 0.163308 0.087741 0.209649 0.0308585 0.0902492 -0.00128722 -0.144961 -0.00827045 -0.0380982 0.131717 0.162971 -0.0409772 0.0300136 0.0134926 -0.0404344 0.00452912 0.00320945 0.0279504 0.0435099 0.0131795 -0.0104766 -0.15353 -0.130072 -0.0339328 -0.0182662 0.0396137 -0.00221276 0.0391226 0.0566955 0.024948 -0.0433277 0.0382606 -0.0019771 0.0376646 0.0569391 -0.000355678 0.0484942 -0.0242571 0.0691971 0.0378575 -0.00818764 0.06718 0.00339055 0.0278383 0.0498206 0.0174432 0.153932 0.0345152 -0.026663 -0.112953 0.101101 -0.020289 0.11107 0.190166 0.46789 -0.47561 -0.0500869 0.263216 -0.350124 -0.142558 -0.0116261 0.0383407 -0.0257446 -3.06619e-16 0 5.82244e-18 -1.7647e-18 
-0.0550088 0.147095 0.0915683 0.216781 0.0195179 0.123267 -0.0141861 -0.176134 -0.0332273 -0.0359261 0.0780703 0.0708676 -0.0335264 -0.00793337 0.0301842 -0.0420256 0.00200431 -0.0147322 0.0337037 0.0537471 0.00874506 0.000560632 -0.227681 -0.147419 -0.0670927 0.00512762 -0.00262396 -0.0122034 0.0470193 0.0238067 0.007575 0.0207746 -0.0155867 0.0327501 -0.0114076 0.0273763 -0.0167607 -0.0438772 -0.00552766 -0.0446388 0.0199184 -0.0359292 -0.0388126 -0.00939076 -0.0296021 0.120443 0.0836906 0.0278369 0.0471996 -0.00563551 0.0553067 -0.138185 0.178244 0.128956 0.101836 -0.347986 -0.187296 -0.210898 -0.662907 -0.0680952 0.0584157 0.0548285 0.00857212 0.0515647 3.2888e-16 0 -1.01566e-16 -2.53163e-17 
