2.19643 0.674671 0.120726 -0.569012 2.19643 -0.482963 -0.0996454 1.32064 2.19643 0.666889 0.505107 -0.0754374 2.19643 1.17998 -0.123063 -1.81754 
1.83755 -0.340146 -0.870802 0.198428 1.83755 1.41721 0.735427 -1.08536 1.83755 -0.404427 0.0609981 1.47984 1.83755 0.0153023 0.516549 1.26284 
1.85018 -0.0878045 -0.935708 -0.358653 1.85018 1.46021 0.820002 -1.06477 1.85018 -0.51827 0.0418827 1.66443 1.85018 0.141905 0.407257 0.885526 
1.83332 -0.0655515 -0.802556 -0.228403 1.83332 1.55061 0.750791 -1.31412 1.83332 -0.568272 0.178565 1.93417 1.83332 -0.0215643 0.562152 1.39009 
1.70366 -0.259266 -0.918414 0.0387851 1.70366 1.58237 0.582523 -1.53378 1.70366 -0.591737 -0.0137471 1.78778 1.70366 -0.180675 0.276075 1.38046 
1.87514 -0.139902 -0.870861 -0.189003 1.87514 1.3522 0.685476 -1.03904 1.87514 -0.478891 0.0935587 1.64665 1.87514 -0.13448 0.430624 1.4228 
1.92262 -0.147088 -0.852158 -0.167935 1.92262 1.57161 0.842759 -1.26892 1.92262 -0.419448 0.0411516 1.45453 1.92262 0.0669924 0.490272 1.1048 
1.7375 -0.291948 -0.971848 0.0196895 1.7375 1.59861 0.682554 -1.45309 1.7375 -0.626503 0.0359387 1.9011 1.7375 0.0390858 0.396219 1.10572 
1.8777 -0.229992 -0.76676 0.108295 1.8777 1.67554 0.781926 -1.52423 1.8777 -0.556462 0.203321 1.9276 1.8777 0.0134123 0.523595 1.26131 
1.89932 -0.0241501 -0.715659 -0.220074 1.89932 1.31633 0.802445 -0.834307 1.89932 -0.565964 0.0204763 1.71028 1.89932 -0.040681 0.502901 1.32943 
1.92042 -0.333175 -0.74598 0.313003 1.92042 1.41075 0.743694 -1.09092 1.92042 -0.515806 0.0780447 1.68137 1.92042 -0.170011 0.498154 1.55843 
1.95725 -0.326003 -0.772718 0.254608 1.95725 1.5035 0.742431 -1.27757 1.95725 -0.554276 0.0353696 1.68844 1.95725 -0.3279 0.43552 1.76389 
1.76942 -0.178253 -0.883961 -0.0957024 1.76942 1.29943 0.812266 -0.744458 1.76942 -0.482687 0.00234897 1.578 1.76942 -0.0490834 0.400114 1.26305 
1.69195 -0.147703 -0.718969 0.0835982 1.69195 1.30017 0.639958 -0.929773 1.69195 -0.431315 -0.0102082 1.49711 1.69195 0.0236251 0.437023 1.20391 
1.86094 -0.207437 -0.770185 0.0675688 1.86094 1.56858 0.679946 -1.44563 1.86094 -0.72684 -0.0507599 1.9352 1.86094 -0.302447 0.41412 1.72111 
1.74837 -0.0255434 -0.725999 -0.176248 1.74837 1.69087 0.693286 -1.61646 1.74837 -0.593412 -0.0268608 1.75671 1.74837 -0.109872 0.337797 1.30714 
2.05352 -0.359922 -0.961654 0.0540558 2.05352 1.4399 0.785182 -1.13389 2.05352 -0.617161 0.0631061 1.81207 2.05352 -0.114332 0.481134 1.39295 
1.62631 -0.0420153 -0.891998 -0.301233 1.62631 1.4422 0.679299 -1.11789 1.62631 -0.544436 -0.0893454 1.63837 1.62631 -0.152266 0.288156 1.37563 
1.84775 -0.220362 -0.751382 0.119731 1.84775 1.3751 0.720827 -1.02839 1.84775 -0.320935 0.0879698 1.35378 1.84775 -0.00386324 0.516737 1.29533 
1.93921 -0.122962 -0.784214 -0.13366 1.93921 1.44887 0.872221 -1.00803 1.93921 -0.35383 0.128628 1.43557 1.93921 0.044766 0.527609 1.18759 
