0.822742 0.013378 0.93311 0.585285 0.070235 0.050167 0.18729 0.177258 0.324415 316.73 -38.0708 -68.7733 -19.3183 7.26851 -56.6794 -36.5721 6.1982 10.8963 8.93869 4.60438 8.08767 -3.2876 2.7324 1.48071 0.677078 0.0642059 0.220523 0.177554 0.846292 0.13869 -0.0399675 -0.787789 -1.6309 -0.0276727 
0.799329 0.197325 0.458194 0.638796 0.926423 0.324415 0.170568 0.491639 0.304348 255.737 -74.1969 -2.96019 -20.58 -11.7096 -8.74348 -33.164 -9.29149 -2.02224 -1.4683 2.24436 0.751137 0.200057 0.12547 -0.204096 -0.263077 -0.455675 0.0533711 -0.550038 1.14941 -0.118282 0.898603 0.358787 -0.431663 0.555706 
0.0234112 0.167224 0 0.361204 0.618729 0.983277 0.64883 0.254181 0.247492 -250.778 -115.084 -119.388 52.6246 14.1297 26.5278 -22.13 18.0664 2.65532 -0.739855 15.2537 -10.4033 -4.0114 6.53358 -2.52531 -0.161143 -2.59214 -2.27847 0.583237 1.24616 0.773872 0.0205453 0.186652 -0.908009 0.277403 
0.341137 0.688963 0.173912 0.578595 0.404682 0.58194 0.615384 0.294315 0.401338 -250.121 203.82 100.563 -86.0957 4.15411 14.3309 -2.81894 10.9556 8.86396 9.46224 12.2601 3.66174 -1.30651 -4.82063 1.54997 -2.47268 3.90768 1.47995 2.14084 -0.100915 2.28355 -0.512377 0.856404 2.04224 -2.41741 
0.137124 0.956522 0.411371 0.55184 0.324415 0.264214 0.414716 0.725753 0.257525 -306.655 -144.95 -157.934 60.1049 -5.66104 19.2771 -17.0924 2.17519 -3.16402 -17.8101 -9.6296 10.0304 0.164766 -4.88876 6.65531 1.92942 2.55204 -0.60069 0.32515 1.05396 -0.324963 -0.383104 0.458618 0.985631 0.105722 
0.672242 0.137123 0.498328 0.842809 0.22408 0.511706 0.89632 0.719064 0.809365 206.881 -162.19 45.5477 -33.037 -36.9593 1.22464 0.499246 11.0721 6.85546 5.11697 -2.7336 4.12632 -1.81619 2.2754 2.3686 0.422672 0.0375066 -0.0826036 1.08569 -0.531909 -1.12714 0.587636 -0.300746 0.82243 0.4751 
0.963213 0.528428 0.344481 0.0869565 0.240802 0.749164 0.662207 0.531773 0.608696 158.732 33.5816 -3.93924 49.8809 31.6774 -25.21 33.7165 -4.80056 4.4951 1.91917 4.81667 -2.94498 0.998984 -2.51824 1.18089 -0.342324 -0.555382 -0.489647 0.479336 0.161579 0.516197 -0.467167 0.225026 -0.119622 0.0152302 
0.0769229 0.525084 0.237458 0.16388 0.949832 0.682274 0.598662 0.180602 0.217393 -260.516 -113.35 -122.199 44.6027 10.5218 24.0358 -15.5701 13.9366 3.25278 -2.06904 4.82946 -4.95152 0.00946361 -1.52565 1.09423 2.49869 3.00751 -0.816217 1.28493 1.61953 -0.915846 0.723495 -1.06428 -0.419848 -0.448125 
0.00334458 0.227425 0.20067 0.983277 0.441471 0.635451 0.695652 0.26087 0.749164 -241.188 -112.801 -111.204 53.0587 13.1887 17.6071 -19.6289 13.8257 2.94481 -3.46672 9.02511 -5.8363 -2.07297 4.68625 0.275837 -3.9784 -0.738638 0.843146 -0.357378 -1.18494 0.473362 0.38498 0.0322362 0.4267 -0.116219 
0.792642 0.90301 0.588629 0.29097 0.55184 0.632107 0.809365 0.013378 0.0535125 99.7945 271.475 -124.666 17.3725 20.2619 4.80344 10.7032 -12.477 2.89615 9.07976 1.17981 -3.71612 -1.76518 -1.40361 -1.83056 2.39646 0.383788 1.49503 1.57795 2.34716 -0.45432 0.050282 0.146483 -0.364108 0.301468 
